Date,Petrol Price,Diesel Price
2025-07-06,94.77,87.67
2025-07-07,94.77,87.67
2025-07-08,94.77,87.67
2025-07-09,94.77,87.67
2025-07-10,94.77,87.67
2025-07-11,94.77,87.67
2025-07-12,94.77,87.67
2025-07-13,94.77,87.67
2025-07-14,94.77,87.67
2025-07-15,94.77,87.67
2025-07-16,94.77,87.67
2025-07-17,94.77,87.67
2025-07-18,94.77,87.67
2025-07-19,94.77,87.67
2025-07-20,94.77,87.67
2025-07-21,94.77,87.67
2025-07-22,94.77,87.67
2025-07-23,94.77,87.67
2025-07-24,94.77,87.67
2025-07-25,94.77,87.67
2025-07-26,94.77,87.67
2025-07-27,94.77,87.67
2025-07-28,94.77,87.67
2025-07-29,94.77,87.67
2025-07-30,94.77,87.67
2025-07-31,94.77,87.67
2025-08-01,94.77,87.67
2025-08-02,94.77,87.67
2025-08-03,94.77,87.67
2025-08-04,94.77,87.67
2025-08-05,94.77,87.67
2025-08-06,94.77,87.67
2025-08-07,94.77,87.67
2025-08-08,94.77,87.67
2025-08-09,94.77,87.67
2025-08-10,94.77,87.67
2025-08-11,94.77,87.67
2025-08-12,94.77,87.67
2025-08-13,94.77,87.67
2025-08-14,94.77,87.67
2025-08-15,94.77,87.67
2025-08-16,94.77,87.67
2025-08-17,94.77,87.67
2025-08-18,94.77,87.67
2025-08-19,94.77,87.67
2025-08-20,94.77,87.67
2025-08-21,94.77,87.67
2025-08-22,94.77,87.67
2025-08-23,94.77,87.67
2025-08-24,94.77,87.67
2025-08-25,94.77,87.67
2025-08-26,94.77,87.67
2025-08-27,94.77,87.67
2025-08-28,94.77,87.67
2025-08-29,94.77,87.67
2025-08-30,94.77,87.67
2025-08-31,94.77,87.67
2025-09-01,94.77,87.67
2025-09-02,94.77,87.67
2025-09-03,94.77,87.67
2025-09-04,94.77,87.67
2025-09-05,94.77,87.67
2025-09-06,94.77,87.67
2025-09-07,94.77,87.67
2025-09-08,94.77,87.67
2025-09-09,94.77,87.67
2025-09-10,94.77,87.67
2025-09-11,94.77,87.67
2025-09-12,94.77,87.67
2025-09-13,94.77,87.67
2025-09-14,94.77,87.67
2025-09-15,94.77,87.67
2025-09-16,94.77,87.67
2025-09-17,94.77,87.67
2025-09-18,94.77,87.67
2025-09-19,94.77,87.67
2025-09-20,94.77,87.67
2025-09-21,94.77,87.67
2025-09-22,94.77,87.67
2025-09-23,94.77,87.67
2025-09-24,94.77,87.67
2025-09-25,94.77,87.67
2025-09-26,94.77,87.67
2025-09-27,94.77,87.67
2025-09-28,94.77,87.67
2025-09-29,94.77,87.67
2025-09-30,94.77,87.67
2025-10-01,94.77,87.67
2025-10-02,94.77,87.67
2025-10-03,94.77,87.67
2025-10-04,94.77,87.67
2025-10-05,94.77,87.67
2025-10-06,94.77,87.67
2025-10-07,94.77,87.67
2025-10-08,94.77,87.67
2025-10-09,94.77,87.67
2025-10-10,94.77,87.67
2025-10-11,94.77,87.67
2025-10-12,94.77,87.67
2025-10-13,94.77,87.67
2025-10-14,94.77,87.67
2025-10-15,94.77,87.67
2025-10-16,94.77,87.67
2025-10-17,94.77,87.67
2025-10-18,94.77,87.67
2025-10-19,94.77,87.67
2025-10-20,94.77,87.67
2025-10-21,94.77,87.67
2025-10-22,94.77,87.67
2025-10-23,94.77,87.67
2025-10-24,94.77,87.67
2025-10-25,94.77,87.67
2025-10-26,94.77,87.67
2025-10-27,94.77,87.67
2025-10-28,94.77,87.67
2025-10-29,94.77,87.67
2025-10-30,94.77,87.67
2025-10-31,94.77,87.67
2025-11-01,94.77,87.67
2025-11-02,94.77,87.67
2025-11-03,94.77,87.67
2025-11-04,94.77,87.67
2025-11-05,94.77,87.67
2025-11-06,94.77,87.67
2025-11-07,94.77,87.67
2025-11-08,94.77,87.67
2025-11-09,94.77,87.67
2025-11-10,94.77,87.67
2025-11-11,94.77,87.67
2025-11-12,94.77,87.67
2025-11-13,94.77,87.67
2025-11-14,94.77,87.67
2025-11-15,94.77,87.67
2025-11-16,94.77,87.67
2025-11-17,94.77,87.67
2025-11-18,94.77,87.67
2025-11-19,94.77,87.67
2025-11-20,94.77,87.67
2025-11-21,94.77,87.67
2025-11-22,94.77,87.67
2025-11-23,94.77,87.67
2025-11-24,94.77,87.67
2025-11-25,94.77,87.67
2025-11-26,94.77,87.67
2025-11-27,94.77,87.67
2025-11-28,94.77,87.67
2025-11-29,94.77,87.67
2025-11-30,94.77,87.67
2025-12-01,94.77,87.67
2025-12-02,94.77,87.67
2025-12-03,94.77,87.67
2025-12-04,94.77,87.67
2025-12-05,94.77,87.67
2025-12-06,94.77,87.67
2025-12-07,94.77,87.67
2025-12-08,94.77,87.67
2025-12-09,94.77,87.67
2025-12-10,94.77,87.67
2025-12-11,94.77,87.67
2025-12-12,94.77,87.67
2025-12-13,94.77,87.67
2025-12-14,94.77,87.67
2025-12-15,94.77,87.67
2025-12-16,94.77,87.67
2025-12-17,94.77,87.67
2025-12-18,94.77,87.67
2025-12-19,94.77,87.67
2025-12-20,94.77,87.67
2025-12-21,94.77,87.67
2025-12-22,94.77,87.67
2025-12-23,94.77,87.67
2025-12-24,94.77,87.67
2025-12-25,94.77,87.67
2025-12-26,94.77,87.67
2025-12-27,94.77,87.67
2025-12-28,94.77,87.67
2025-12-29,94.77,87.67
2025-12-30,94.77,87.67
2025-12-31,94.77,87.67
2026-01-01,94.77,87.67
2026-01-02,94.77,87.67
2026-01-03,94.77,87.67
2026-01-04,94.77,87.67
2026-01-05,94.77,87.67
2026-01-06,94.77,87.67
2026-01-07,94.77,87.67
2026-01-08,94.77,87.67
2026-01-09,94.77,87.67
2026-01-10,94.77,87.67
2026-01-11,94.77,87.67
2026-01-12,94.77,87.67
2026-01-13,94.77,87.67
2026-01-14,94.77,87.67
2026-01-15,94.77,87.67
2026-01-16,94.77,87.67
2026-01-17,94.77,87.67
2026-01-18,94.77,87.67
2026-01-19,94.77,87.67
2026-01-20,94.77,87.67
2026-01-21,94.77,87.67
2026-01-22,94.77,87.67
2026-01-23,94.77,87.67
2026-01-24,94.77,87.67
2026-01-25,94.77,87.67
2026-01-26,94.77,87.67
2026-01-27,94.77,87.67
2026-01-28,94.77,87.67
2026-01-29,94.77,87.67
2026-01-30,94.77,87.67
2026-01-31,94.77,87.67
2026-02-01,94.77,87.67
2026-02-02,94.77,87.67
2026-02-03,94.77,87.67
2026-02-04,94.77,87.67
2026-02-05,94.77,87.67
2026-02-06,94.77,87.67
2026-02-07,94.77,87.67
2026-02-08,94.77,87.67
2026-02-09,94.77,87.67
2026-02-10,94.77,87.67
2026-02-11,94.77,87.67
2026-02-12,94.77,87.67
2026-02-13,94.77,87.67
2026-02-14,94.77,87.67
2026-02-15,94.77,87.67
2026-02-16,94.77,87.67
2026-02-17,94.77,87.67
2026-02-18,94.77,87.67
2026-02-19,94.77,87.67
2026-02-20,94.77,87.67
2026-02-21,94.77,87.67
2026-02-22,94.77,87.67
2026-02-23,94.77,87.67
2026-02-24,94.77,87.67
2026-02-25,94.77,87.67
2026-02-26,94.77,87.67
2026-02-27,94.77,87.67
2026-02-28,94.77,87.67
2026-03-01,94.77,87.67
2026-03-02,94.77,87.67
2026-03-03,94.77,87.67
2026-03-04,94.77,87.67
2026-03-05,94.77,87.67
2026-03-06,94.77,87.67
2026-03-07,94.77,87.67
2026-03-08,94.77,87.67
2026-03-09,94.77,87.67
2026-03-10,94.77,87.67
2026-03-11,94.77,87.67
2026-03-12,94.77,87.67
2026-03-13,94.77,87.67
2026-03-14,94.77,87.67
2026-03-15,94.77,87.67
2026-03-16,94.77,87.67
2026-03-17,94.77,87.67
2026-03-18,94.77,87.67
2026-03-19,94.77,87.67
2026-03-20,94.77,87.67
2026-03-21,94.77,87.67
2026-03-22,94.77,87.67
2026-03-23,94.77,87.67
2026-03-24,94.77,87.67
2026-03-25,94.77,87.67
2026-03-26,94.77,87.67
2026-03-27,94.77,87.67
2026-03-28,94.77,87.67
2026-03-29,94.77,87.67
2026-03-30,94.77,87.67
2026-03-31,94.77,87.67
2026-04-01,94.77,87.67
2026-04-02,94.77,87.67
2026-04-03,94.77,87.67
2026-04-04,94.77,87.67
2026-04-05,94.77,87.67
2026-04-06,94.77,87.67
2026-04-07,94.77,87.67
2026-04-08,94.77,87.67
2026-04-09,94.77,87.67
2026-04-10,94.77,87.67
2026-04-11,94.77,87.67
2026-04-12,94.77,87.67
2026-04-13,94.77,87.67
2026-04-14,94.77,87.67
2026-04-15,94.77,87.67
2026-04-16,94.77,87.67
2026-04-17,94.77,87.67
2026-04-18,94.77,87.67
2026-04-19,94.77,87.67
2026-04-20,94.77,87.67
2026-04-21,94.77,87.67
2026-04-22,94.77,87.67
2026-04-23,94.77,87.67
2026-04-24,94.77,87.67
2026-04-25,94.77,87.67
2026-04-26,94.77,87.67
2026-04-27,94.77,87.67
2026-04-28,94.77,87.67
2026-04-29,94.77,87.67
2026-04-30,94.77,87.67
2026-05-01,94.77,87.67
2026-05-02,94.77,87.67
2026-05-03,94.77,87.67
2026-05-04,94.77,87.67
2026-05-05,94.77,87.67
2026-05-06,94.77,87.67
2026-05-07,94.77,87.67
2026-05-08,94.77,87.67
2026-05-09,94.77,87.67
2026-05-10,94.77,87.67
2026-05-11,94.77,87.67
2026-05-12,94.77,87.67
2026-05-13,94.77,87.67
2026-05-14,94.77,87.67
2026-05-15,97.77,90.67
2026-05-16,97.77,90.67
2026-05-17,97.77,90.67
2026-05-18,97.77,90.67
2026-05-19,98.64,91.58
2026-05-20,98.64,91.58
2026-05-21,98.64,91.58
2026-05-22,98.64,91.58
2026-05-23,99.51,92.49
2026-05-24,99.51,92.49
2026-05-25,102.12,95.2
2026-05-26,102.12,95.2
2026-05-27,102.12,95.2
2026-05-28,102.12,95.2
2026-05-29,102.12,95.2
2026-05-30,102.12,95.2
2026-05-31,102.12,95.2
2026-06-01,102.12,95.2
2026-06-02,102.12,95.2
2026-06-03,102.12,95.2
2026-06-04,102.12,95.2
2026-06-05,102.12,95.2
2026-06-06,102.12,95.2
2026-06-07,102.12,95.2
2026-06-08,102.12,95.2
2026-06-09,102.12,95.2
2026-06-10,102.12,95.2
2026-06-11,102.12,95.2
2026-06-12,102.12,95.2
2026-06-13,102.12,95.2
2026-06-14,102.12,95.2
2026-06-15,102.12,95.2
2026-06-16,102.12,95.2
2026-06-17,102.12,95.2
2026-06-18,102.12,95.2
2026-06-19,102.12,95.2
2026-06-20,102.12,95.2
2026-06-21,102.12,95.2
2026-06-22,102.12,95.2
2026-06-23,102.12,95.2
2026-06-24,102.12,95.2
2026-06-25,102.12,95.2
2026-06-26,102.12,95.2
2026-06-27,102.12,95.2
2026-06-28,102.12,95.2
2026-06-29,102.12,95.2
2026-06-30,102.12,95.2
2026-07-01,102.12,95.2
2026-07-02,102.12,95.2
2026-07-03,102.12,95.2
2026-07-04,102.12,95.2
2026-07-05,102.12,95.2
2026-07-06,102.12,95.2
2026-07-07,102.12,95.2
2026-07-08,102.12,95.2
2026-07-09,102.12,95.2
2026-07-10,102.12,95.2
2026-07-11,102.12,95.2
2026-07-12,102.12,95.2
2026-07-13,102.12,95.2
2026-07-14,102.12,95.2
2026-07-15,102.12,95.2
2026-07-16,102.12,95.2
2026-07-17,102.12,95.2
